professor, teacher|أسْتاذ|noun|occupations|m|n
to gamble|قامَرَ (يُقامِرُ) مُقامَر، قِمار|verb|||n
to serve, to provide|قَدَّمَ (يُقَدِّمُ) تَقديم|verb|||n
also, as well|كَذلِكَ|adv|||n
kilometer|كيلومِتر|noun|measurements|m|n
kilometers|كيلومِترات|noun|measurements|m|y
at (expressing possession)|لَدى|prep|||n
game, play, ride|لُعبة|noun|entertainment|f|n
games, plays, rides|لُعبات، ألعاب|noun|entertainment|f|y
building, construction|مَبنى|noun||m|n
buildings, constructions|مَبانٍ|noun||m|y
museum|مُتحَف|noun|locations|m|n
museums|مَتاحِف|noun|locations|m|y
loving|مُحِبّ|noun|descriptive||n
loving (pl)|مُحِبّون|noun|descriptive||y
sincere, faithful, (sincerely yours)|مُخلِص|noun|descriptive|m|n
sincere, faithful, (sincerely yours) (pl)|مُخلِصون|noun|descriptive|m|y
period, duration|مُدّة|noun|times|f|n
periods, durations|مُدَد|noun|times|f|y
to pass, to go by|مَرَّ (يَمُرُّ) مُرور|verb|||n
mosque|مَسجِد|noun|Islam|m|n
mosques|مَساجِد|noun|Islam|m|y
theater, stage|مَسرَح|noun|entertainment|m|n
theaters, stages|مَسارِح|noun|entertainment|m|y
one who is longing, yearning|مُشْتاق|noun|||n
one who is longing, yearning (pl)|مُشْتاقون|noun|||y
elevator, lift|مِصعَد|noun||m|n
elevators, lifts|مَصاعِد|noun||m|y
though, although|مَعَ أنَّ|conj|||n
coming, next, following|مُقبِل|noun|common|m|n
coming, next, following (pl)|مُقبِلون|noun|common|m|y
million|مِليون|noun|numbers|m|n
since, for|مُنْدُ|prep|||n
square, field, arena|مَيدان|noun|locations|m|n
squares, fields, arenas|مَيادين|noun|locations|m|y
port|ميناء|noun|locations|m|n
ports|مَوانِئ|noun|locations|m|y
person (used in population counts)|نَسَمة|noun|people|f|n
people (used in population counts)|نَسَمات|noun|people|f|y
important, significant|هامٌّ|noun|descriptive||n
important, significant (pl)|هامّون|noun|descriptive||y
pyramid|هَرَم|noun||m|n
pyramids|أهرام/أهرامات|noun||m|y
father, parent|والِد|noun|family|m|n
fathers, parents|والِدون|noun|family|m|y
never, not at all|أبَداً|adv|||n
to hold, to contain|اتَّسَعَ (يَتَّسِعُ) اتِّساع|verb|||n
to contact|اِتَّصَلَ (يَتَّصِلُ) اِتِّصال (بـ)|verb|||n
to agree (with someone)|اِتَّفَقَ (يَتَّفِقُ) اِتِّفاق (مَعَ)|verb|||n
pear|إجّاص|noun|food|m|n
red|أحمَر|adj|colors||n
red (pl)|حُمْر|adj|colors||y
to notify, to inform|أخْبَرَ (يُخْبِرُ) إخْبار|verb|||n
blue|أزرَق|adj|colors||n
blue (pl)|زُرْق|adj|colors||y
yellow|أصْفَر|adj|colors||n
yellow (pl)|صُفْر|adj|colors||y
eggplant|باذِنجان|noun|food|m|n
green peas|بازِلاء|noun|food|f|n
ochra|بامْية|noun|food|f|n
slowly|بِبُطءٍ|adv|||n
seed, kernel|بِذرة|noun|plants|f|n
seeds, kernels|بُذور|noun|plants|f|y
watermelon|بِطّيخ|noun|food|m|n
cow, cattle|بَقَرة|noun|animals|f|n
cows, cattle|أبْقار/بَقَر|noun|animals|f|y
tomato|بَنَدورة (طَماطِم في مصر)|noun|food|f|n
white|بَيضاء|adj|colors|f|n
white (pl)|بيض|adj|colors|f|y
spice, condiment, seasoning|تابِل|noun|food|m|n
spices, condiments, seasonings|تَوابِل|noun|food|m|y
approximately, about, nearly, roughly|تَقريباً|adv|||n
berry|توت|noun|food|m|n
garlic|ثوم|noun|food|m|n
to run, to flow, to hurry, to rush, to happen, to occur|جَرى (يَجري) جَري|verb|||n
horse|حِصان|noun|animals|m|n
horses|أحْصِبة|noun|animals|m|y
lettuce|خَسّ|noun|food|m|n
especially, particularly|جُصوصاً|adv|||n
party|حَفْلة|noun|entertainment|f|n
parties|حَفَلات|noun|entertainment|f|y
corn|ذُرة|noun|food|f|n
perhaps, probably|رُبَّما|adv|||n
basket|سَلّة|noun||f|n
baskets|سِلال|noun||f|y
a kind of toasted thin bread|سَميط|noun|food|m|n
to explain, to explain, to illustrate|شَرَحَ (يَشرَحُ) شَرْح|verb|||n
sandwich|شَطيرة|noun|food|f|n
sandwiches|شَطائِر|noun|food|f|y
to grill, to boil|شَوى (يَشوي) شَي|verb|||n
to laugh|ضَحِكَ (يَضْحَكُ) ضِحْك|verb|||n
public|عامّ|adj|||n
stick, rod, cane|عَصا|noun||f|n
sticks, rods, canes|عُصِيّ|noun||f|y
it seems; it appears|على ما يَبْدو (أنّ)|phrase|||n
grape|عِنَب|noun|food|m|n
non-, un-, other than, different from|غَيْر|noun||m|n
to win|فازَ (يفوزُ) فَوز|verb|||n
green beans|فاصولية|noun|food|f|n
team, company, band, troupe|فَريق|noun||f|n
teams, companies, bands, troupes|فِرَق|noun||f|y
to think, to reflect, to ponder (not to believe)|فَكَّرَ (يُفَكِّرُ) تَفْكير|verb|||n
green (bell) pepper|فُلَيفُلة|noun|food|f|n
to understand, to comprehend, to realize|فَهِمَ (يَفْهَمُ) فَهْم|verb|||n
peanuts|فول (سوداني)|noun|food|m|n
rule, principle, basis, foundation, base|قاعِدة|noun||f|n
rules, principles, bases, foundations|قَواعِد|noun||f|y
cauliflower|قَرنَبيط|noun|food|m|n
like, as|كَـ|prep|||n
sufficient|كافٍ (الكافي)|adj|||n
ball, sphere|كُرة|noun|sports|f|n
balls, spheres|كُرات|noun|sports|f|y
basketball|كُرةُ السَلّة|noun|sports||n
table tennis|كُرةُ الطاولة|noun|sports||n
volleyball|الكُرةُ الطائرة|noun|sports||n
football/soccer|كُرةُ القَدَم|noun|sports||n
water polo|كُرةُ الماء|noun|sports||n
tennis|كُرةُ المَضرِب|noun|sports||n
zucchini|كوسا|noun|food|m|n
kernel, seed|لُبّ|noun|plants|m|n
kernels, seeds|لُبوب|noun|plants|m|y
delicious, delightful, tasty|لَذيذ|adj||m|n
to play|لَعِبَ (يَلعَبُ) لُعْب|verb|||n
no longer|لَمْ يَعُدْ|phrase|||n
soda|ماء غازيّ|noun|food|f|n
sodas|مِياه غازيّة|noun|food|f|y
match, game|مُباراة|noun|sports|f|n
matches, games|مُبارَيات|noun|sports|f|y
spectator|مُتَفَرِّج|noun|sports|m|n
spectators|ون|noun|sports|m|y
roasted, toasted|مُحَمَّص|adj|food|m|n
grill, gridiron|مِشواة|noun||f|n
grills, gridirons|مَشاوٍ|noun||f|y
grilled|مَشويّ|adj|food||n
preferred, favorite|مُفَضَّل|adj||m|n
banana|مَوْز|noun|food|m|n
small, spicy mutton sausage|نَقانِق (أو مَقانِق)|noun|food||n
time|وَقْت|noun||m|n
times|أوْقات|noun||m|y
during|أثْناء|prep|||n
Asia|آسيا|noun|places|f|n
to overlook|أطَلَّ (يُطِلُّ) إطْلال|verb|||n
Atlantic|أطلَسيّ|adj|places||n
to discharge a firearm, to shoot; to dispatch|أطْلَقَ (يُطْلِق) إطْلاق|verb|||n
to consider|اِعتَبَرَ (يَعتَبِرُ) اِعتِبار|verb|||n
top, highest point, upper|أعْلى|noun|common|m|n
tops, highest points, upper|أعالٍ|noun|common|m|y
Africa|إفريقية|noun|places|f|n
region|إقليم|noun|places|m|n
regions|أقاليم|noun|places|m|y
to produce|أنتَجَ (يُنتِجُ) إنتاج|verb|||n
to be interrupted, to be severed|اِنقَطَعَ (يَنقَطِعُ) اِنقِطاع|verb|||n
Iran|إيران|noun|places||n
semi-arid desert|بادِية|noun|geography|f|n
semi-arid deserts|بَوادٍ|noun|geography|f|y
merchandise, goods|بِضاعة|noun||f|n
merchandise, goods (pl)|بَضائِع|noun||f|y
ice cream|بوظة|noun|food|f|n
to consist of, to comprise|تَأَلَّفَ (يَتَألَّفُ) تَألُّف|verb|||n
traditional|تَقْليديّ|adj|||n
date (fruit)|تَمْر|noun|food|m|n
dates (fruit)|تُمور|noun|food|m|y
hole|ثَقْب|noun||m|n
holes|ثُقوب|noun||m|y
mountain|جَبَل|noun|geography|m|n
mountains|جِباب|noun|geography|m|y
to test, to try (not to attempt)|جَرَّبَ (يُجَرِّبُ) تَجْرِبة|verb|||n
island|جَزيرة|noun|geography|f|n
islands|جُزُر|noun|geography|f|y
geography|جغرافية|noun|subjects|m|n
south|جَنوب|noun|directions|m|n
device, apparatus, appliance|جِهاز|noun||m|n
devices, apparatuses, appliances|أجهِزة|noun||m|y
to border, to demarcate, to limit|حدَّ (يَحُدُّ) حَدّ|verb|||n
border, edge, boundary, borderline|حَدّ|noun||m|n
borders, edges, boundaries, borderlines|حُدود|noun||m|y
shoe|حِذاء|noun|clothing|m|n
shoes|أحْذية|noun|clothing|m|y
map|خَريطة|noun|directions|f|n
maps|خَرائِط|noun|directions|f|y
fertile|خَصيب|adj|||n
gulf, bay|خَليج|noun|geography|m|n
gulfs, bays|خُلجان|noun|geography|m|y
passenger, rider|راكِب|noun|transportation|m|n
passengers, riders|رُكّاب|noun|transportation|m|y
trip, journey, flight|رِحْلة|noun|transportation|f|n
trips, journeys, flights|رِحلات|noun|transportation|f|y
bullets; lead|رَصاص|noun||m|n
to irrigate, to water|رَوى (يَروي) رَيّ|verb|||n
to plant, to cultivate|زَرَعَ (يَزرَعُ) زَرْع، زِراعة|verb|||n
coast, shore|ساحِل|noun|geography|m|n
coasts, shores|سَواحِل|noun|geography|m|y
ceiling|سَقْف|noun|household|m|n
ceilings|سُقوف|noun|household|m|y
range, series, chain|سِلسِلة|noun|geography|f|n
ranges, series, chains|سَلاسِل|noun|geography|f|y
plain|سَهل|noun|geography|m|n
plains|سُهول|noun|geography|m|y
semi-, quasi, similarity|شِبْه|noun||m|n
semi-, quasi, similarities|أشباه|noun||m|y
emblem, sign, slogan|شِعار|noun||m|n
emblems, signs, slogans|شِعارات، أشعِرة|noun||m|y
to form, to constitute|شَكَّلَ (يُشَكِّلُ) تَشكيل|verb|||n
to flow into|صَبَّ (يصُبُّ) صَبّ|verb|||n
desert|صَحْراء|noun|geography|f|n
deserts|صَحاري|noun|geography|f|y
characteristic|صِفة|noun||f|n
characteristics|صِفات|noun||f|y
narrow, tight|ضَيِّق|adj|||n
capital city|عاصِمة|noun|places|f|n
capital cities|عَواصِم|noun|places|f|y
high, elevated|عالٍ (العالي)|adj|||n
several, multiple|عَديد|adj|common||n
throughout, all the way|على طُول|prep|||n
flag, banner|عَلَم|noun||m|n
flags, banners|أعْلام|noun||m|y
pistachio|فُسْتُق|noun|food|m|n
continent|قارّة|noun|geography|f|n
continents|قارّات|noun|geography|f|y
country|قُطْر|noun|places|m|n
countries|أقْطار|noun|places|m|y
cotton|قُطْن|noun|plants|m|n
wheat|قَمْح|noun|food|m|n
both|كِلا|noun|common||n
ocean|مُحيط|noun|geography|m|n
oceans|مُحيطات|noun|geography|m|y
square|مُرَبَّع|adj|||n
area|مِساحة|noun||f|n
areas|مِساحات|noun||f|y
made (of/from)|مَصْنوع (مِن)|participle|||n
covered (with)|مُغَطَّى (بِـ)|participle|||n
Mexico|المِكسيك|noun|places|f|n
product|مُنتَج|noun||m|n
products|مُنتَجات|noun||m|y
outlet|مَنْفَذ|noun|household|m|n
outlets|مَنافِذ|noun|household|m|y
to spring, to originate, to flow|نَبَعَ (يَنبُعُ) نَبْع|verb|||n
section, manner, mode, fashion|نَحْو|noun||m|n
sections, manners, modes, fashions|أنْحاء|noun||m|y
textile, tissue, fabric|نِسيج|noun||m|n
petroleum, crude oil|نِفْط|noun||m|n
Pacific|الهادي|adj|places||n
middle, central|وَسَط|noun|common|m|n
middle, central (pl)|أوساط|noun|common|m|y
for the sake of, because of|أجْل (مِن أجْلِ)|conj|||n
broadcasting station|إذاعَة|noun|entertainment|f|n
broadcasting stations|ات|noun|entertainment|f|y
to listen|اِسْتَمَعَ (يَسْتَمِعُ) اِسْتِماع|verb|||n
to enroll in, to subscribe to|اِشْتَرَكَ (يَشْتَرِكُ)اِشْتِراك|verb|||n
song|أُغبِية|noun|entertainment|f|n
songs|أغانٍ|noun|entertainment|f|y
to be possible|أمْكَنَ (يُمكِنُ) إمْكان|verb|||n
to broadcast|بَثَّ (يَبُثُّ) بَثّ|verb|||n
a few|بِضْع|noun|||n
to guess|حَزَرَ (يحْزِرُ) حَزْر|verb|||n
to improve, to make better|حَسَّنَ (يحَسِّنُ) تَحْسين|verb|||n
during, through|خِلال|prep|||n
to dance|رَقَصَ (يرقُصُ) رَقْص|verb|||n
wire|سِلْك|noun||m|n
wires|أسْلاك|noun||m|y
to hear|سَمِعَ (يَسْمَع) سَمْع|verb|||n
tape|شَريط|noun||m|n
tapes|أشْرِطة|noun||m|y
person|شَخْص|noun|people|m|n
people|أشْخاص|noun|people|m|y
honestly, candidly|صَراحةً (بِصَراحة)|noun||f|n
of course|طَبْعاً|adv|||n
nature|طَبيعة|noun||f|n
to appear, to become visible|ظَهَرَ (يَظهَرُ) ظُهور|verb|||n
to go back, to return|عادَ (يعودُ) عَوْد|verb|||n
colloquial, vulgar, dialectal|عاميّ|adj|||n
to sing|غَنّى (يُغَنّي) غِناء|verb|||n
riddle|فَزّورة|noun||f|n
riddles|فَوازير|noun||f|y
pure, good, clear, standard, or literary, Arabic|فَصيح|adj|||n
space|فَضاء|noun||m|n
moon, satellite|قَمَر|noun||m|n
moons, satellites|أقْمار|noun||m|y
channel|قَناة|noun|entertainment|f|n
channels|قَنَوات|noun|entertainment|f|y
cable|كيبِل|noun||m|n
to die|ماتَ (يموتُ) مَوْت|verb|||n
married man|مُتَزَوِّج|noun|people|m|n
married men|ون|noun|people|m|y
free of charge|مَجّانيّ|adj|||n
announcer|مُذيع|noun|occupations|m|n
announcers|ون|noun|occupations|m|y
entertainer|مُطْرِب|noun|occupations|m|n
entertainers|مُطْرِبون|noun|occupations|m|y
singer|مُغَنٍّ|noun|occupations|m|n
singers|ون|noun|occupations|m|y
interview|مُقابَلة|noun||f|n
interviews|ات|noun||f|y
excellent|مُمْتاز|adj|common||n
excellent (pl)|ون|adj|common||y
actor, representative|مُمَثِّل|noun|occupations|m|n
actors, representatives|ون|noun|occupations|m|y
by means of, via|مِن خِلالِ|prep|||n
wave|مَوْجة|noun||f|n
waves|ات|noun||f|y
bulletin, report|نَشْرة|noun||f|n
bulletins, reports|نَشَرات|noun||f|y
system|نِظام|noun||f|n
systems|أنْظِمة|noun||f|y
to differ (from)|اِخْتَلَفَ (يَخْتَلِفُ) اِخْتِلاف (عَن)|verb|||n
to rise, to be higher|اِرتَفَعَ (يَرتَفِعُ) اِرتِفاع|verb|||n
to host|اِستَضافَ (يستَضيفُ) استِضافة|verb|||n
to long (for), to yearn|اِشْتاقَ (يَشْتاقُ) اِشْتِياق (لـ/ألى)|verb|||n
to insist|أصَرَّ (يُصِرُّ) إصْرار|verb|||n
to draw near, get close (to)|اِقْتَرَبَ (يَقْتَرِبُ) اِقْتِراب (مِن)|verb|||n
if|إنْ|particle|||n
immensely, greatly|أيَّما|noun|||n
simple|بَسيط|adj|||n
simple (pl)|بُسطاء|adj|||y
visa|تأشيرة دُخول|noun||f|n
to push, shove one another|تَدافَعَ (يَتَدافَعُ) تَدافُع|verb|||n
to be accustomed to|تَعَوَّدَ (يَتَعَوَّدُ) تَعَوُّد (على)|verb|||n
to stroll; to have a good time; to go on a picnic|تَنَزَّهَ (يَتَنَزَّهُ) تَنَزُّه|verb|||n
passport|جَواز (سَفر)|noun||m|n
to attend, to be present|حَضَرَ (يحْضُرُ) حُضور|verb|||n
outside|خارِج|noun|||n
to diminish the difficulty of|خَفَّفَ (يُخَفِّفُ) تَخْفيف (عَن)|verb|||n
caliph, successor|خَليفة|noun|titles|m|n
caliphs, successors|خُلَفاء|noun|titles|m|y
to drive|ساقَ (يَسوقُ) سِياقة|verb|||n
silly, absurd, foolish|سَخيف|adj|||n
silly, absurd, foolish (pl)|سُخَفاء|adj|||y
to please, to be glad|سَرَّ (يَسُرُّ) سُرور|verb|||n
surface, level|سَطْح|noun||m|n
surfaces, levels|سُطوح|noun||m|y
political|سِياسيّ|adj|||n
interesting, thrilling|شَيِّق|adj|||n
journalist|صَحَفِيّ|noun|occupations|m|n
journalists|ون|noun|occupations|m|y
newspaper|صَحيفة|noun|entertainment|f|n
newspapers|صُحُف|noun|entertainment|f|y
to cross|عَبَرَ (يَعبُرُ) عُبور|verb|||n
opposite, reverse, contrary|عَكْس|noun|||n
to leave|غادَرَ (يُغادِرُ) مُغادَرة|verb|||n
peasant, farmworker|فَلاّح|noun|people|m|n
peasants, farmworkers|ون|noun|people|m|y
denotes completed action, emphasis, or possibility|قَد|particle|||n
a relative|قَريب|noun|family|m|n
relatives|أقارِب|noun|family|m|y
heart|قَلْل|noun|body|m|n
hearts|قُلوب|noun|body|m|y
hospitality, generosity|كَرَم|noun|abstract|m|n
speech, speaking|كَلام|noun||m|n
player|لاعِب|noun|sports|m|n
players|ون|noun|sports|m|y
expresses completed action with a perfect tense verb|لَقَد|particle|||n
society, community|مُجْتَمَع|noun||m|n
societies, communities|مُجْتَمَعات|noun||m|y
accountant|مُحاسِب|noun|occupations|m|n
accountants|ون|noun|occupations|m|y
farm|مَزْرَعة|noun|locations|f|n
farms|مَزارع|noun|locations|f|y
recorded|مُسَجَّل|adj|||n
factory, plant|مَصْنَع|noun|locations|m|n
factories, plants|مَصانِع|noun|locations|m|y
tablecloth|مَفرَش|noun|household|m|n
tablecloths|مَفارِش|noun|household|m|y
seat, bench, armchair|مَقْعَد|noun|household|m|n
seats, benches, armchairs|مَقاعِد|noun|household|m|y
enjoyable|مُمْتِع|adj|||n
polluted|مُلَوَّث|adj|||n
house, residence|مَنزِل|noun|household|m|n
houses, residences|مَنازِل|noun|household|m|y
view, panorama|مَنْظَر|noun||m|n
views, panoramas|مَناظِر|noun||m|y
means of transportation|مُواصَلة|noun|transportation|f|n
means of transportation (pl)|مُواصَلات|noun|transportation|f|y
waiter|نادِل|noun|occupations|m|n
waiters|نُدُل|noun|occupations|m|y
mint, peppermint|نَعناع|noun|food|m|n
pure|تَقيّ|adj|||n
quiet, serene|هادِئ|adj|||n
present, gift|هَدِيّة|noun||f|n
presents, gifts|هَدايا|noun||f|y
to select|اِخْتارَ (يَخْتارُ) اِخْتِيار|verb|||n
last, latest|آخِر|adj|||n
department|إدارة|noun||f|n
departments|إدارات|noun||f|y
to import|اِسْتَوْرَدَ (يَسْتَوْرِدُ) اِسْتِيراد|verb|||n
bottom, lowest point, lower|أسْفَل|noun||m|n
bottom, lowest points, lower (pl)|أسافِل|noun||m|y
to resemble|أشْبَهَ (يُشْبِهُ) شَبَه|verb|||n
to take care of, to tend|اِعْتَنى (يَعْتَني) اِعتِناء (بِـ)|verb|||n
to reside in|أقام (يُقيم) إقامة|verb|||n
female|أُنْثى|noun|descriptive|f|n
females|إناث|noun|descriptive|f|y
salesperson|بائِع|noun|occupations|m|n
salespersons|بائعون|noun|occupations|m|y
to appear, to seem|بَدا (يَبدو) بُدُوُّ/بَداء|verb|||n
brown|بُنّيّ|adj|colors||n
merchant, businessperson|تاجِر|noun|occupations|m|n
merchants, businesspersons|تُجّار|noun|occupations|m|y
to retire (from work)|تَقاعَدَ (يَتَقاعَدُ) تَقاعُد (عن)|verb|||n
signature|تَوْقيع|noun||m|n
grandfather|جَدّ|noun|family|m|n
grandfathers|جُدود|noun|family|m|y
geology|جيولوجيا|noun|subjects|f|n
maternal uncle|خال|noun|family|m|n
maternal uncles|أخْوال|noun|family|m|y
to store|خَزَّنَ (يُخَزِّنُ) تَخْزين|verb|||n
guide|دَليل|noun||m|n
guides|أدِلاّء|noun||m|y
to refer to, to review|راجَعَ (يُراجِعُ) مُراجعَة|verb|||n
to respond, to answer|رَدَّ (يَرُدُّ) رَدّ|verb|||n
to register, to record|سَجَّلَ (يُسَجِّلُ) تَسْجيل|verb|||n
tourist|سياحيّ|adj|||n
hair|شَعْر|noun|body|m|n
hairs|شُعور/أشْعار|noun|body|m|y
poetry, poem|شِعْر|noun||m|n
poetry (pl), poems|أشْعار|noun||m|y
last name, surname|شُهْرة|noun||f|n
to issue|صَدَرَ (يَصْدُرُ) صُدور|verb|||n
youngest, smallest|صُغرى|adj|common||n
pharmacist|صَيدلانِيّة|noun|occupations|f|n
pharmacy|صَيْدَليّة|noun|locations|f|n
height|طول|noun||m|n
paternal uncle|عَمّ|noun|family|m|n
paternal uncles|أعْمام|noun|family|m|y
age|عُمُر|noun||m|n
ages|أعْمار|noun||m|y
eye|عَيْن|noun|body|f|n
eyes|عُيون|noun|body|f|y
spare part, change|غِيار|noun||m|n
spare parts, changes|غيارات|noun||m|y
branch, subdivision|فَرْع|noun||m|n
branches, subdivisions|فُروع|noun||m|y
to talk to, to speak with|كَلَّمَ (يُكَلِّمُ)|verb|||n
retired person|مُتَقاعِد|noun|people|m|n
retired persons|مُتَقاعِدون|noun|people|m|y
store, warehouse|مَخْزَن|noun|locations|m|n
stores, warehouses|مَخازِن|noun|locations|m|y
teacher|مُدَرِّس|noun|occupations|m|n
teachers|مُدَرِّسون|noun|occupations|m|y
sick, ill, patient|مَريض|adj|medical|m|n
sick, ill, patient (pl)|مَرْضى|adj|medical|m|y
hospital|مُسْتَشْفى|noun|locations|m|n
effectiveness, validity|مَفعول|noun|||n
note, observation|مُلاحَظة|noun||f|n
notes, observations|مُلاحظات|noun||f|y
occupation, profession|مِهْنة|noun|occupations|f|n
occupations, professions|مِهَن|noun|occupations|f|y
consisting of, comprising|مُؤَلَّف (مِن)|participle|||n
same|نَفْس|noun||f|n
same (pl)|أنْفَس (...الـ)|noun||f|y
ministry, department in an administration|وِزارة|noun||f|n
ministries, departments in an administration|وِزارات|noun||f|y
good evening|مَساع الخَيْر|phrase|||n
fine, well|بِخَيْر|adj|common||n
tired|تَعْبان|adj|common||n
perfect, great|تَمام|adj|common||n
left (alternate)|شِمَال|noun|directions||n
what’s new? what’s going on?|ما أخْبلرُك؟|phrase|common||n
how are you?|كَيفَ الحال؟|phrase|common||n
where?|أَيْنَ|adv|common||n
television|تِلفاز|noun|technology||n
televisions|تِلفازات|noun|technology||y
newspaper (alternate)|جَريدَة|noun|entertainment||n
newspapers (alternate)|جَرائِد|noun|entertainment||y
computer|حاسوب|noun|technology||n
computers|حَواسين|noun|technology||y
you (m/f dual)|أنْتُما|pronoun|common||n
you (m pl)|أنْتُمْ|pronoun|common||n
you (f pl)|أنتُنَّ|pronoun|common||n
they (m/f dual)|هُما|pronoun|common||n
they (m pl)|هُمْ|pronoun|common||n
they (f pl)|هَنَّ|pronoun|common||n
we|نَحْنُ|pronoun|common||n
at, expresses possesion|عِندَ||common||n
relative adjective|نِسْبَة||||n
state|وِلايَة|noun|locations||n
states|وِلايات|noun|locations||y
bicycle|دَرّاجَة|noun|transportation||n
bicycles|دَرّاجات|noun|transportation||y
notebook|دَفتَر|noun|common||n
notebooks|دَفاتِر|noun|common||y
car|سَيّارَة|noun|transportation||n
cars|سَيّارات|noun|transportation||y
pen, pencil|قَلَم|noun|common||n
pens, pencils|أقلام|noun|common||y
book|كِتاب|noun|entertainment||n
books|كُتُب|noun|entertainment||y
town, city|مَدينَة|noun|locations||n
towns, cities|مُدُن|noun|locations||y
tape recorder|مُسَجَّلة|noun|technology||n
tape recorders|مُسَجَّلات|noun|technology||y
key|مِفْتاح|noun|common||n
keys|مَفاتيح|noun|common||y
eyeglasses|نَظّارة|noun|clothing||n
eyeglasses (pl)|نَظّارات|noun|clothing||y
telephone|هاتِف|noun|technology|m|n
telephones|هَواتِف|noun|technology|m|y
door|باب|noun|household|m|n
doors|أبْواب|noun|household|m|y
calculator|حاسِبة|noun|technology|f|n
calculators|حاسِبات|noun|technology|f|y
picture|صورة|noun|common|f|n
pictures|صُوَر|noun|common|f|y
table|طاوِلة|noun|household|f|n
tables|طاوِلات|noun|household|f|y
chair|كُرسِيّ|noun|household|m|n
chairs|كَراسٍ|noun|household|m|y
blackboard|لوْح|noun||m|n
blackboards|ألواح|noun||m|y
pencil sharpener|مِبراة|noun||f|n
pencil sharpeners|مَبارٍ/مِبْرَيات|noun||f|y
ruler|مِسْطَرة|noun||f|n
rulers|مَساطِر|noun||f|y
eraser|مِمْحاة|noun||f|n
erasers|مَماحٍ/مِمْحَيات|noun||f|y
window|نافِذة|noun|household|f|n
windows|نَوافِذ|noun|household|f|y
sheet of paper|وَرَقة|noun|common|f|n
sheets of paper|وَرَقات|noun|common|f|y
beside|بِجانِب|prep|common||n
under|تَحْتَ|prep|common||n
over|فَوْقَ|prep|common||n
between|بَيْنَ|prep|common||n
in|في|prep|common||n
to take, to last (a certain time)|اِستغرق|verb|||n
surroundings, environment|بيئة (باء/بوء)|noun|||n
airline|خط|noun|travel||n
airlines|خطوط|noun|travel||y
return|عودة (عاد/عود)|noun|||n
